"V1","Gene","A_1","B_1","vehicle_1","C_1","A_2","C_2","vehicle_2","C_3","B_2","A_3","B_3","vehicle_3"
31788,"KDM3B",0,0,0,0,0,0,0,0,0,0,0,0
31789,"RNU4ATAC12P",97,130,47,85,155,57,47,87,121,70,73,67
31790,"PNPLA1",1242,966,790,1380,1498,907,1198,613,735,681,412,1316
31791,"DHRS1",887,294,767,1079,946,789,1286,595,396,564,166,1298
31792,"THUMPD2",3681,3105,2407,2988,5004,2487,2767,2171,3468,3479,2554,3013
31793,"GPR4",0,8,16,3,8,0,4,0,5,0,0,0
31794,"UGP2",3015,1414,1580,2845,3757,1949,2163,2145,1699,2151,1113,2168
31795,"RPL21P129",3322,2551,2480,2934,4107,1956,3224,3294,2396,2675,2288,3074
31796,"MIR302C",0,0,1,0,0,0,0,0,0,0,0,0
31797,"RRAS2",2150,1690,1303,1502,2490,1109,1749,1846,1542,1811,1452,1511
31798,"RN7SL112P",1057,825,740,880,1308,705,1048,822,991,777,772,1005
31799,"BCL2A1",2521,2418,2395,2610,3882,2063,2996,2085,2199,2447,1628,2530
31800,"UBE3D",417,480,411,452,584,363,520,550,462,360,408,432
31801,"SNORA11",3495,2726,2731,2500,4086,2223,2946,2476,2701,2960,1863,2632
31802,"FANCE",1,0,3,0,0,0,2,0,0,0,0,0
31803,"GTF2E2",3025,2933,3414,4060,4407,2744,4033,2562,3269,2467,2560,3759
31804,"TSPY7P",18,87,11,115,30,9,19,18,15,11,28,26
31805,"IMPACT",0,4,0,15,6,3,0,3,0,1,0,1
31806,"UTS2",0,0,0,0,0,7,0,0,0,0,0,0
31807,"OR4A50P",9,5,2,5,29,12,6,1,18,3,10,4
31808,"SLC25A51",3991,2822,3495,3653,5065,3040,4208,5492,2538,3065,3006,2703
31809,"RNU6-1069P",0,0,0,0,0,0,0,0,0,1,0,0
31810,"BCL2L2",4408,1947,3199,4261,7413,3611,3947,2777,2754,3436,1790,3595
31811,"DPT",3189,577,2029,2894,3549,1928,2642,2004,777,1906,512,2270
31812,"RPL29P14",5099,1942,4379,4837,7672,4164,5557,3550,3111,4276,1610,5237
31813,"RNA5SP94",1220,1103,1065,862,1747,668,990,679,947,1144,849,1060
31814,"RNU5B-4P",1212,488,850,1072,1549,778,847,608,541,879,505,853
31815,"MIR4439",0,0,0,0,0,0,0,0,0,0,0,0
31816,"PLS1",1,0,0,0,0,0,1,0,2,0,0,0
31817,"TPST2",0,0,0,0,0,0,0,0,0,0,0,0
31818,"ALDH7A1P2",1,0,0,0,0,1,0,0,0,0,0,0
31819,"LMNA",1210,750,733,675,1442,480,799,593,623,859,647,896
31820,"MRPS16",8873,3863,6645,7862,11743,6130,9381,6939,4763,6948,3657,7141
31821,"METRNL",2577,1261,1686,2211,3202,1736,2190,1465,1267,1847,1014,1751
31822,"RN7SL343P",1531,847,925,1299,1779,1084,1078,1016,658,1032,507,987
31823,"CSH2",0,0,0,0,0,0,0,0,0,0,0,0
31824,"CXorf30",0,0,0,0,0,0,0,0,0,0,0,0
31825,"SNX18P27",0,0,0,0,0,0,0,0,0,0,0,0
31826,"MFAP3",0,0,0,0,0,0,0,0,0,0,0,0
31827,"LINC00242",0,0,0,0,0,0,0,0,0,0,0,0
31828,"MIR181D",0,0,3,8,0,2,0,0,0,0,2,0
31829,"PEBP1P3",0,0,0,0,0,0,0,0,0,0,0,0
31830,"TIGD2",0,0,0,0,0,0,0,0,0,0,0,0
31831,"EPS8L2",0,0,0,0,0,0,0,0,0,0,0,0
31832,"BUB1P1",0,0,0,0,0,0,0,0,0,0,0,0
31833,"RN7SKP108",0,0,0,0,0,0,0,0,0,0,0,0
31834,"ETF1P1",1,0,0,0,0,0,0,1,0,0,0,0
31835,"TMEM144",0,0,0,0,0,0,0,0,0,0,0,0
31836,"VENTXP1",0,0,0,0,0,0,0,0,0,0,0,0
31837,"CLUHP2",0,0,0,0,0,0,0,0,0,0,0,0
31838,"TUBE1",0,0,0,0,0,0,0,0,0,0,0,0
31839,"UMOD",0,0,0,0,0,0,0,0,0,0,0,0
31840,"SETD8",0,0,0,0,0,0,0,0,0,0,0,0
31841,"CISD3",0,0,0,0,0,0,0,0,0,0,0,0
31842,"SIK3",0,0,0,0,0,0,0,0,0,0,0,0
31843,"ZNF418",0,0,0,0,0,0,0,0,0,0,0,0
31844,"FOXO1B",0,0,0,0,0,0,0,0,0,0,0,0
31845,"CCL3L3",0,0,0,0,0,0,0,0,0,0,0,0
31846,"IGHD3-9",0,0,0,0,0,0,0,0,0,0,0,0
31847,"OR9K1P",0,0,0,0,0,0,0,0,0,0,0,0
31848,"ACTG1P10",0,0,0,0,0,0,0,0,0,0,0,0
31849,"AOX3P",0,0,0,15,0,0,1,3,1,0,0,0
31850,"RNU6-992P",0,0,0,0,0,0,0,0,0,0,0,0
31851,"ZNF732",0,0,0,0,0,0,0,0,0,0,0,0
31852,"USP12PY",0,0,0,0,0,0,0,0,0,0,0,0
31853,"LRP11",834,352,582,638,779,748,749,653,453,545,244,659
31854,"RNU6-1059P",1266,620,703,1004,1537,779,794,647,773,990,561,943
31855,"PRPF39",311,47,191,449,456,170,260,433,127,258,46,359
31856,"UGT2A3P7",28,1,11,15,9,28,32,11,13,14,11,32
31857,"LAMA5",1621,1416,1059,1266,2046,1001,1174,962,1422,1386,981,1136
31858,"PTH2R",2646,2483,1949,1851,3666,1571,1836,1689,2517,2570,1875,1661
31859,"KRT121P",27687,10696,16843,21716,32463,19000,19939,15337,15065,19699,8616,20073
31860,"C10orf76",4367,2241,2709,3928,5198,2965,3656,1940,2490,3154,1967,3578
31861,"OSBPL11",0,0,0,0,0,0,0,0,0,0,0,0
31862,"RNU4ATAC",1420,1013,741,1084,1748,796,707,614,784,1068,608,721
31863,"GOT2P1",4,4,14,6,1,3,2,0,0,3,3,6
31864,"DSTNP2",285,147,188,181,282,158,139,121,194,295,147,199
31865,"PLK3",70,35,53,101,79,31,65,43,59,60,32,49
31866,"TREM1",1374,650,622,1317,1938,874,1055,580,955,1298,531,975
31867,"MIR5188",0,0,0,0,0,0,0,0,0,0,0,0
31868,"LINC01007",1748,963,1541,1515,2415,1620,1534,1120,1020,1458,859,1422
31869,"GMIP",83,57,43,22,71,64,45,57,40,50,62,42
31870,"NLRP7",1231,804,559,1017,1667,672,744,613,831,1046,617,680
31871,"ST7-OT4",0,0,0,0,0,0,0,0,0,0,0,0
31872,"MIR516A2",961,521,704,941,1217,772,770,600,514,662,477,656
31873,"C20orf187",2948,1001,1920,2876,4507,2192,2648,1496,1338,2246,674,2952
31874,"RNU4-38P",111,177,348,139,304,114,144,131,261,177,135,110
31875,"MTND6P6",692,1300,1474,487,1320,284,358,427,1357,1076,1172,382
31876,"ZNF841",48,135,451,92,341,146,100,87,344,187,107,112
31877,"USP9YP17",1864,537,1169,1899,2168,1386,1448,1075,767,1173,585,1214
31878,"SMCR5",8190,4708,3690,6943,9597,3856,4479,3229,4374,5961,3572,4592
31879,"UBE2D3P4",335,124,287,229,399,144,176,119,237,289,152,245
31880,"MIR4505",2333,1606,2215,2536,3453,1789,2090,1353,1813,1966,1308,2210
31881,"PLET1",1106,357,733,1044,1395,771,1060,589,384,553,322,899
31882,"SMC5-AS1",4449,1115,3214,4590,5840,3135,4957,2630,2257,3361,1285,4379
31883,"SNRPFP2",4798,3154,3179,4315,6684,2543,4662,3528,3559,4077,2810,4135
31884,"MIR4460",1129,533,600,823,1507,650,808,578,669,901,442,906
31885,"GUCA2B",1442,981,954,1402,1548,1124,1203,1101,1061,1229,817,1199
31886,"RNU6-1181P",19,7,7,18,17,2,9,13,0,4,9,7
31887,"MEGF8",985,651,1031,1181,1408,902,1086,608,619,784,559,1072
31888,"KRT18P60",426,241,288,327,458,283,216,195,292,416,187,311
31889,"PITPNA",0,0,0,0,0,0,0,3,0,0,0,0
31890,"MIR4490",242,178,175,135,225,192,154,85,169,168,145,136
31891,"SDAD1P1",1817,758,996,1728,2050,993,1184,1326,749,1223,525,1152
31892,"HK2",58,27,24,43,77,58,23,27,23,40,34,28
31893,"MIR941-1",5740,3200,3757,4848,7228,3856,4233,3283,3319,4242,2671,4040
31894,"FUT11",3451,2090,2525,2821,4646,1942,2711,2223,2276,2961,1703,2529
31895,"OR4K5",243,226,200,110,275,60,85,75,207,230,208,103
31896,"SLC3A2",5177,2469,2699,3625,6252,2745,3951,3393,2782,3518,1829,4447
31897,"LINC00398",2,0,0,0,1,0,0,0,1,1,0,0
31898,"IGHVII-44-2",118,82,85,109,129,71,77,32,99,86,76,59
31899,"COX6C",2464,3158,1661,2203,3467,1873,1136,743,1743,1819,2755,1135
31900,"OR51A10P",2710,1747,1084,2903,3633,2109,1439,1041,1472,2085,1294,1826
31901,"RN7SL219P",103,79,167,100,196,94,66,95,75,115,27,61
31902,"SNORD32A",1551,639,1652,1873,2218,1483,1439,956,767,1081,498,1493
31903,"MIR889",11564,6337,8353,10836,14670,8031,9048,7552,7101,8733,5104,9091
31904,"GANAB",1405,519,842,1406,1926,977,1168,738,571,921,463,1065
31905,"GDF11",0,0,0,0,0,0,0,0,0,3,0,0
31906,"KRT8P34",8230,3675,5018,7585,10709,5659,5852,4018,3934,5259,2783,5806
31907,"VSIG2",4,1,3,2,4,2,1,0,2,0,2,3
31908,"ZNF250",0,0,0,0,0,0,0,0,0,0,0,0
31909,"CLEC14A",0,0,0,0,0,0,0,0,0,0,0,0
31910,"CCT4P2",0,0,0,0,0,0,0,0,0,0,0,0
31911,"C3",0,0,0,0,0,0,0,0,0,0,0,0
31912,"RN7SL277P",0,0,0,0,0,0,0,0,0,0,0,0
31913,"FAM214B",0,0,0,0,0,0,0,0,0,0,0,0
31914,"HNRNPA1P61",0,0,0,0,0,0,0,0,0,0,0,0
31915,"TBC1D12",0,0,0,0,0,0,0,0,0,0,0,0
31916,"PRORSD1P",0,0,0,0,0,0,0,0,0,0,0,0
31917,"NRIP3",0,0,0,0,0,0,0,0,0,0,0,0
31918,"PTCD2",0,0,0,0,0,0,0,0,0,0,0,0
31919,"MIR4781",0,0,0,0,0,0,0,0,0,0,0,0
31920,"YIPF5",0,0,0,0,0,0,0,0,0,0,0,0
31921,"ENTPD1",0,0,0,0,0,0,0,0,0,0,0,0
31922,"VN1R3",0,0,0,0,0,0,0,0,0,0,0,0
31923,"PNPT1",0,0,0,0,0,0,0,0,0,0,0,0
31924,"SKAP2",0,0,0,0,0,0,0,0,0,0,0,0
31925,"RNU6-826P",0,0,0,0,0,0,0,0,0,0,0,0
31926,"PIH1D3",0,0,0,0,0,0,0,0,0,0,0,0
31927,"STMN1P2",0,0,0,0,0,0,0,0,0,0,0,0
31928,"RPS20P23",0,0,0,0,0,0,0,0,0,0,0,0
31929,"AHRR",0,0,0,0,0,0,0,0,0,0,0,0
31930,"RNU6-392P",1,0,0,0,3,0,0,0,3,0,0,0
31931,"RNA5SP143",0,0,0,0,0,0,0,0,0,0,0,0
31932,"RNU6-764P",0,0,0,0,0,0,0,0,0,0,0,0
31933,"RNA5SP503",0,0,0,0,0,0,0,0,0,0,0,0
31934,"RPL21P106",0,0,0,0,0,0,0,0,0,0,0,0
31935,"RPL32P26",0,0,0,0,0,0,0,0,0,0,0,0
31936,"PCCB",0,0,0,0,0,0,0,0,0,0,0,0
31937,"TERT",0,0,0,0,0,0,0,0,0,0,0,0
31938,"GGNBP2",0,2,0,0,0,0,0,0,0,0,0,0
31939,"TAS2R1",0,0,0,0,0,0,0,0,0,0,0,0
31940,"OASL",0,0,0,0,0,0,0,0,0,0,0,0
31941,"RNU6-1010P",0,0,0,0,0,0,0,0,0,0,0,0
31942,"C12orf5",0,0,0,0,0,0,0,0,0,0,0,0
31943,"BDH1",0,0,0,0,0,0,0,0,0,0,0,0
31944,"NDUFAF4P2",396,175,555,435,607,309,530,332,192,326,199,385
31945,"RN7SL420P",531,469,312,405,535,410,550,394,432,518,423,521
31946,"CDC42EP3",0,0,0,0,0,0,0,0,0,0,0,0
31947,"RBM15B",1406,737,1179,1259,1654,1171,1543,1457,903,1121,736,1349
31948,"PHBP6",1654,1009,1447,1612,2243,1280,1950,1251,1196,1371,766,1781
31949,"FAM90A12P",1590,413,610,1234,2049,985,1115,562,506,885,342,919
31950,"SUCLA2P1",654,372,468,834,840,370,740,562,376,635,314,570
31951,"MIR514A1",1562,613,1097,1681,1734,1133,1683,1279,655,942,535,1481
31952,"MIR676",2009,625,1061,1835,2383,1141,2066,1293,852,1392,619,2095
31953,"STYXL1",1449,653,1173,1433,1969,950,1314,987,790,1036,496,1258
31954,"ZKSCAN3",1443,753,995,1064,1835,971,982,978,957,1102,611,985
31955,"FAM111B",1192,642,899,1165,1453,778,1112,1042,722,853,520,1092
31956,"MAOA",2519,474,1962,1826,3325,3183,2211,736,960,1245,422,2422
31957,"VENTX",0,0,0,0,0,0,0,0,0,0,1,0
31958,"NDUFAF3",8,15,3,16,9,6,6,8,11,17,13,6
31959,"TTC30A",0,0,0,0,0,0,0,0,0,0,0,0
31960,"DGAT2L7P",2,0,1,5,1,0,0,5,0,6,4,2
31961,"TKTL2",2029,1030,1075,1454,2897,932,1162,775,1378,1579,951,1215
31962,"TRAJ12",604,977,499,761,745,512,476,271,413,517,326,588
31963,"CXCL3",2313,747,1525,2003,3033,1551,2133,1931,978,1811,615,1999
31964,"SERP1",1839,1353,1412,1405,2449,1294,1657,1956,1470,1311,1119,1500
31965,"BICD1",11,14,15,12,14,3,17,0,6,10,2,3
31966,"RN7SL829P",2974,3232,2035,2792,4281,2298,2593,2667,3004,2509,2691,2554
31967,"CXorf66",0,2,0,1,4,0,3,1,9,3,4,1
31968,"SSSCA1-AS1",157,192,147,56,158,65,65,74,188,178,154,83
31969,"RN7SKP103",2325,1841,1614,1552,3199,1421,1313,1502,1607,1900,1513,1429
31970,"PRKAG2",3874,1461,2474,3389,5120,2656,3317,3236,1947,2621,1597,2957
31971,"MUC3A",611,493,433,620,1102,431,416,441,456,577,505,366
31972,"RNU6-499P",67,389,32,310,103,32,41,166,138,87,249,31
31973,"ZSCAN12",612,218,454,676,930,508,580,540,271,558,198,526
31974,"SNORD114-31",8041,10436,4360,8043,11616,4477,5920,8989,8244,6651,9197,5541
31975,"RNU7-84P",1614,586,811,1675,2126,1042,1281,786,822,1212,499,1383
31976,"LSMEM2",269,28,309,386,421,496,391,403,86,262,16,277
31977,"BCL6",6062,2650,5083,6060,9320,4905,5475,5561,3772,4735,2954,4547
31978,"RPS10P28",9646,3197,6549,8093,11351,6617,6775,6685,4027,5618,2911,6594
31979,"DOCK9",3755,1272,2678,3315,4161,2707,3399,1975,2063,2069,1337,3728
31980,"MTPAP",1370,971,890,963,1836,1018,1078,664,1132,971,751,1220
31981,"LINC00393",20,0,26,24,48,2,25,22,0,18,4,27
31982,"MEOX2",22,3,23,16,9,21,25,18,8,26,12,22
31983,"HINT1P1",729,1308,1251,2251,749,1390,1713,882,953,582,1324,1460
31984,"RPL7AP34",6709,5369,7851,8760,9359,7648,8217,6782,5957,5273,4770,8848
31985,"VPREB3",10716,5890,6800,7532,17822,7495,8862,7426,7372,8809,4558,9520
31986,"ADAM29",6,0,1,9,7,0,5,2,3,8,4,8
31987,"TIMP2",365,73,356,412,529,280,304,320,275,372,84,468
31988,"RBM22P10",4607,1228,2962,3938,6185,3658,4207,2082,2080,2727,844,4164
31989,"RGS20",2045,1887,1039,1545,3143,1260,1494,1056,1960,2051,1607,1280
31990,"ANKRD37",0,0,0,0,0,0,0,0,0,0,0,0
31991,"DENND2C",5,0,9,13,3,9,25,1,2,10,2,8
31992,"LINC00900",262,115,444,381,270,242,614,365,236,180,251,438
31993,"MIR3135A",2672,720,2472,2395,3360,2125,2985,2656,1176,1836,714,2276
31994,"FAM156B",1,25,0,0,0,0,0,2,9,0,13,0
31995,"DEFB106B",631,4,524,96,612,497,1032,77,97,373,83,804
31996,"SLC35B1",0,0,0,0,0,0,0,0,0,0,0,0
31997,"CCL20",6132,1375,3345,5184,7857,4084,4439,2283,2312,4164,1208,5618
31998,"ANKRD32",37300,21810,21958,32852,52920,23577,31668,27054,25217,29689,20117,31936
31999,"EFCAB8",2089,1590,1369,2449,3104,1427,1683,1002,1233,1629,1482,1559
32000,"MEP1AP3",403,345,393,331,485,249,278,297,351,390,342,298
32001,"OR5L1",0,0,0,0,0,0,0,2,0,0,0,0
32002,"ZNF524",0,0,0,0,0,0,0,0,0,0,0,0
32003,"SCGB1A1",0,0,0,0,0,0,0,0,3,0,0,0
32004,"CCDC130",0,2,0,0,0,0,1,0,0,0,3,0
32005,"SNORD68",0,0,0,0,0,0,0,0,0,0,0,0
32006,"SAMD9L",0,0,0,0,0,0,0,0,0,0,0,0
32007,"UFL1-AS1",25340,17140,24911,21413,39329,17518,22600,15783,21323,20840,15258,20118
32008,"TAF1B",3,0,3,6,2,3,4,2,6,5,1,2
32009,"RNU1-28P",0,0,0,0,0,0,0,0,0,0,0,0
32010,"HIST2H3PS2",29,11,17,18,32,11,13,10,22,39,7,9
32011,"ZNF630-AS1",0,0,0,0,0,0,0,0,0,0,0,1
32012,"LINC00494",89,28,31,69,95,59,38,21,43,52,3,56
32013,"SCARNA4",17,1,7,9,10,1,5,9,1,3,3,6
32014,"SNORD14A",9,1,12,2,11,5,5,1,1,6,1,4
32015,"RN7SKP283",1,0,3,2,4,0,2,2,0,1,0,0
32016,"ALG1L2",2,3,1,1,0,0,1,1,3,2,0,0
32017,"RNU6-1020P",4,0,5,0,1,1,5,1,2,2,0,4
32018,"RASL11A",7,9,14,5,13,0,4,6,11,9,8,3
32019,"EIF2B3",0,0,0,0,0,0,0,0,0,0,0,0
32020,"IGLL1",8240,4085,9049,9049,13088,7962,9395,9560,5697,6217,3955,8276
32021,"UPK1A-AS1",1,0,3,0,4,0,0,1,0,0,0,0
32022,"DIO2-AS1",4280,2314,3501,3707,5322,2766,4629,3940,2743,3652,2161,4071
32023,"SLC26A2",1,1,0,1,0,0,0,0,1,4,0,1
32024,"VN1R14P",2338,1322,3687,4709,3941,3477,3284,3370,2236,2322,1196,3604
32025,"RAD23A",8133,5035,13987,8317,21689,12211,4668,4663,8995,5763,3614,5262
32026,"MED15",3101,3968,3825,3855,5301,3079,3737,3502,3836,2564,4033,3729
32027,"MIR3074",330,78,241,295,353,251,123,233,145,227,26,222
32028,"COX6B1",1,10,6,4,21,1,0,0,1,3,3,1
32029,"KRTAP7-1",0,0,0,0,0,0,0,0,0,0,0,0
32030,"PLIN2",0,0,0,0,0,0,0,0,0,0,0,0
32031,"WRAP73",0,0,0,0,0,1,0,0,0,0,0,2
32032,"ZFAS1",0,0,0,0,0,0,0,0,0,0,0,0
32033,"MMP14",0,0,0,0,0,0,0,0,0,0,0,0
32034,"LINC00992",0,0,0,0,0,0,0,0,0,0,0,0
32035,"PRRC1",87,44,96,47,133,59,127,85,61,108,59,123
32036,"GXYLT1",4736,1445,2848,4115,5873,3161,3300,2666,1624,2648,1177,3737
32037,"LINC00265",0,0,0,3,1,0,0,0,0,2,0,2
32038,"CABS1",4030,1077,3049,3033,4328,2278,3526,2319,1605,2605,1086,3192
32039,"SMARCA2",32,16,254,81,58,96,177,44,30,11,11,119
32040,"SNORD114-16",21,88,3,19,4,5,0,2,23,2,25,1
32041,"RNU6-579P",0,1,0,0,0,0,0,0,0,0,0,0
32042,"MED15P8",1,0,1,11,0,0,0,0,0,0,0,0
32043,"TNFSF8",8675,4441,5381,7765,11394,5938,5690,4434,5457,6055,3653,5850
32044,"OR52L1",1473,519,1124,1428,1811,1147,1187,718,657,1124,390,1291
32045,"GAPDHP23",2,0,1,0,1,0,0,0,0,0,1,0
32046,"CCL13",0,8,1,10,4,20,0,4,0,5,0,1
32047,"SHROOM2P1",83,162,63,113,69,40,46,71,83,120,130,46
32048,"FAM47E-STBD1",21,3,44,22,20,64,12,26,7,7,0,17
32049,"MIR194-2",0,0,2,6,0,0,2,0,0,0,0,0
32050,"RIIAD1",2309,1451,1951,3125,3948,2135,2260,2892,1747,1806,1238,2459
32051,"OR5BR1P",0,0,0,0,0,0,0,0,0,0,0,0
32052,"PTP4A1P5",0,0,0,0,0,1,0,0,0,0,0,0
32053,"MIR4457",1057,571,467,681,1435,620,780,438,622,983,497,725
32054,"RPL17-C18orf32",1043,2415,538,769,1553,570,496,607,1591,1355,2169,572
32055,"YBX3P1",0,0,0,0,2,4,3,0,2,5,0,0
32056,"RNU6-1189P",11,4,6,17,69,58,7,31,16,7,2,5
32057,"CELA1",51,3,13,109,54,67,15,73,20,26,2,31
32058,"RNU4-70P",4496,1860,5019,4165,5885,3924,5144,4614,2810,3081,1878,4882
32059,"AQP4",3376,1292,2231,3477,4770,2741,3478,2618,1433,2053,1017,3174
32060,"FKBP1B",987,587,702,1546,1706,1811,580,959,909,469,426,757
32061,"RN7SKP55",1312,682,1306,1267,1759,1002,1165,1215,830,1242,714,802
32062,"CDK19",428,332,205,332,438,213,239,170,261,316,310,282
32063,"RN7SL687P",18,4,16,15,7,16,11,17,7,1,9,19
32064,"ZNF701",7269,3149,4661,6254,9569,5531,5537,5436,4238,5142,2786,5094
32065,"FAM72C",48,24,25,21,37,23,22,16,32,36,23,13
32066,"LINC00837",0,0,0,0,0,0,0,0,0,0,0,0
32067,"ALG10",0,0,0,0,0,0,0,0,0,0,0,0
32068,"ANKRD62P1",0,0,0,0,0,0,0,0,0,0,0,0
32069,"NOC2L",0,24,4,0,2,0,1,0,5,3,2,7
32070,"DBF4B",0,0,0,0,0,0,0,0,0,0,0,0
32071,"CETN4P",0,0,0,0,0,0,0,0,0,0,0,0
32072,"PCSK6",0,0,0,0,0,0,0,0,0,0,0,0
32073,"OR4K17",0,0,0,0,0,0,0,0,0,0,0,0
32074,"RNU6-1318P",0,0,0,0,0,0,0,0,0,0,0,0
32075,"LINC00302",2,1,0,0,0,0,0,0,0,0,0,0
32076,"MIR16-2",0,0,0,0,0,0,0,0,0,0,0,0
32077,"GRB14",4,1,8,1,0,0,2,2,4,3,1,4
32078,"CTSD",1,0,0,0,2,0,0,1,0,1,0,0
32079,"GPR87",0,0,0,0,0,0,0,0,0,0,0,0
32080,"FAM90A10P",0,0,0,0,0,0,0,0,0,0,0,0
32081,"KRT128P",0,0,0,0,0,0,0,0,0,0,0,0
32082,"TCEA1P4",0,0,0,0,0,0,0,0,0,0,0,0
32083,"CD40LG",0,0,0,0,0,0,0,0,0,0,0,0
32084,"PYGL",0,0,0,0,0,0,0,0,0,0,0,0
32085,"MCM3",0,0,0,0,0,0,0,0,0,0,0,0
32086,"LINC00424",0,0,0,0,0,0,0,0,0,0,0,0
32087,"SUV420H2",0,0,0,0,0,0,0,0,0,0,0,0
32088,"SNORA56",0,0,0,0,0,0,0,0,0,0,0,0
32089,"LINC00528",0,0,0,0,0,0,0,0,0,0,0,0
32090,"CYCSP22",0,0,0,0,0,0,0,0,0,0,0,0
32091,"AKAP2",0,0,0,0,0,0,0,0,0,0,0,0
32092,"SCGB1D5P",0,0,0,2,0,0,0,0,0,0,0,0
32093,"RNU6-424P",0,0,3,0,2,0,0,0,2,0,0,0
32094,"COL24A1",0,0,0,0,0,0,0,0,0,0,0,0
32095,"EXOSC10",0,0,0,0,0,0,0,0,0,0,0,0
32096,"VN1R10P",0,0,0,0,0,0,0,0,0,0,0,0
32097,"MIR3690",0,0,0,0,0,0,0,0,0,0,2,0
32098,"RN7SL253P",122,254,157,71,231,55,44,21,177,143,230,53
32099,"HNRNPKP3",0,0,0,0,0,0,0,0,0,0,0,0
32100,"SNORD115-6",0,0,0,0,0,0,0,0,0,0,0,0
32101,"TOR1B",0,0,0,0,0,0,0,0,0,0,0,0
32102,"CICP2",0,0,0,0,0,0,0,0,0,0,0,0
32103,"MTMR6",0,0,0,0,0,0,0,0,0,0,0,0
32104,"PBLD",0,0,0,0,0,0,0,0,0,0,0,0
32105,"INPP5F",0,0,0,0,0,0,0,0,0,0,0,0
32106,"TRBV4-2",0,0,0,0,0,0,0,0,0,0,0,0
32107,"ARPC3P2",0,0,0,1,0,0,0,0,0,0,0,0
32108,"TRBV6-1",0,0,0,0,0,0,0,0,0,0,0,0
32109,"TIGD4",0,0,0,0,0,0,0,0,0,0,0,0
32110,"CHAF1B",0,0,0,0,0,0,0,0,0,0,0,0
32111,"NHEJ1",0,0,0,0,0,0,1,0,4,0,0,0
32112,"LINC00967",5,5,10,17,17,14,31,12,2,7,4,6
32113,"RPL35AP31",6,26,18,11,16,6,1,1,2,13,8,8
32114,"RNU6-774P",19,4,6,2,20,6,13,6,9,9,2,10
32115,"CASC20",0,2,1,2,0,0,0,0,0,0,0,0
32116,"PHB2",0,0,0,0,0,0,0,0,0,0,0,0
32117,"ODF3L1",0,0,0,0,0,0,0,0,0,0,0,0
32118,"UBE2Q2P12",0,0,0,0,0,0,0,0,0,0,0,0
32119,"ERLEC1",0,0,0,0,0,0,0,0,0,0,0,0
32120,"WARS",0,0,0,0,0,0,0,0,0,0,0,0
32121,"TMEM8A",0,0,0,0,0,0,0,0,0,0,0,0
32122,"DPP3",0,0,0,0,0,0,0,0,0,0,0,0
32123,"CPQ",0,0,0,0,0,0,0,0,0,0,0,0
32124,"PSMC1P12",0,0,0,0,0,0,0,0,0,0,0,0
32125,"NDE1",0,0,0,0,0,0,0,0,0,0,0,0
32126,"MGAT2",0,0,0,0,0,0,0,0,0,0,0,0
32127,"XAB2",0,0,0,0,0,0,0,0,0,0,0,0
32128,"ZYX",2,7,0,0,0,0,0,0,3,0,0,3
32129,"CYP2A13",0,0,0,0,0,0,0,0,0,0,0,0
32130,"RPL13P2",0,0,0,0,0,0,0,0,0,0,0,0
32131,"CHURC1",0,0,0,0,0,0,0,0,0,0,0,0
32132,"PTOV1-AS1",0,0,0,0,0,0,0,0,0,0,0,0
32133,"MTND4P16",0,0,0,0,0,0,0,0,0,0,0,0
32134,"ISCUP1",0,0,0,0,0,0,0,0,0,0,0,0
32135,"CNOT2",0,2,5,11,0,0,0,2,0,0,0,0
32136,"SHANK1",2,2,3,33,14,34,0,1,4,0,4,0
32137,"RPL7L1P9",0,2,0,11,5,1,0,6,2,0,0,0
32138,"AK1",8452,4611,4988,8168,11671,6719,7281,6335,6518,6426,4316,7419
32139,"DDX47",1975,939,1441,1865,2712,1392,1866,927,1095,1390,713,1762
32140,"OVAAL",0,0,0,0,0,0,0,0,0,0,0,0
32141,"DNAJC4",7,13,9,8,17,4,9,11,14,6,7,3
32142,"RNU6-936P",2442,2176,1011,1892,3446,1363,1652,1242,2252,2143,1890,1726
32143,"IQCF6",1507,1005,1026,1431,1859,866,1060,565,577,1050,700,923
32144,"TRIM36-IT1",0,0,0,0,0,0,0,0,0,0,0,0
32145,"RNU6-616P",4447,4509,1741,3425,4876,2044,2413,1024,2338,2875,2540,2863
32146,"FAM138C",2415,1298,907,1777,2849,1101,1335,576,834,1352,953,1462
32147,"SUMO1P1",6776,3392,2607,5533,7531,3785,3829,2256,3378,4144,2958,4955
32148,"TCF23",3855,3900,2576,3285,4929,2112,2772,2953,3429,3560,2818,3102
32149,"CCDC177",1856,1160,886,1784,2580,1287,1555,1265,1318,1287,1036,1616
32150,"EML4",2226,1010,1338,1629,2447,1292,1900,1707,1232,1548,863,1790
32151,"MIR514A2",0,0,0,0,0,0,0,0,0,0,0,1
32152,"FAM65C",3631,1125,2037,3525,5199,2478,2770,2652,1412,2333,875,2374
32153,"IGLV3-1",0,0,2,3,1,0,0,2,1,1,0,1
32154,"CINP",6183,5020,3325,5287,8002,4023,5052,3657,5472,5486,3701,5287
32155,"CXCL14",0,0,0,0,0,0,0,0,0,0,0,0
32156,"BRCA1",11300,11959,8557,9309,15955,7270,9666,10729,10793,9958,9493,8616
32157,"CASC18",3775,1960,2906,3138,4292,2520,4001,3589,1878,2822,1658,3255
