,model_name,agent,TGI,tumor_type
1659,CTG-0896,Mitomycin C,-2,Esophageal
1660,CTG-0896,Paclitaxel,98,Esophageal
1661,CTG-0897,Carboplatin,53,Ovarian
1662,CTG-0897,Carboplatin,-73,Ovarian
1663,CTG-0897,Paclitaxel,-73,Ovarian
1664,CTG-0897,Liposomal doxorubicin,-27,Ovarian
1665,CTG-0897,Olaparib,82,Ovarian
1666,CTG-0897,Paclitaxel,-13,Ovarian
1667,CTG-0897,Temsirolimus,97,Ovarian
1668,CTG-0898,Doxorubicin,-39,Sarcoma
1669,CTG-0898,Doxorubicin,-20,Sarcoma
1670,CTG-0898,Doxorubicin,14,Sarcoma
1671,CTG-0898,Doxorubicin,24,Sarcoma
1672,CTG-0898,Eribulin,152,Sarcoma
1673,CTG-0898,Docetaxel,108,Sarcoma
1674,CTG-0898,Gemcitabine,108,Sarcoma
1675,CTG-0898,Pazopanib,-8,Sarcoma
1676,CTG-0898,Pazopanib,15,Sarcoma
1677,CTG-0901,5-Fluorouracil,33,Head and neck
1678,CTG-0901,Cisplatin,33,Head and neck
1679,CTG-0901,Docetaxel,33,Head and neck
1680,CTG-0901,Carboplatin,118,Head and neck
1681,CTG-0901,Paclitaxel,118,Head and neck
1682,CTG-0901,Cetuximab,20,Head and neck
1683,CTG-0910,Docetaxel,70,Sarcoma
1684,CTG-0910,Doxorubicin,-12,Sarcoma
1685,CTG-0910,Doxorubicin,13,Sarcoma
1686,CTG-0910,Doxorubicin,34,Sarcoma
1687,CTG-0910,Doxorubicin,66,Sarcoma
1688,CTG-0910,Doxorubicin,74,Sarcoma
1689,CTG-0910,Eribulin,-24,Sarcoma
1690,CTG-0910,Eribulin,89,Sarcoma
1691,CTG-0910,Eribulin,122,Sarcoma
1692,CTG-0910,Gemcitabine,94,Sarcoma
1693,CTG-0910,Gemcitabine,98,Sarcoma
1694,CTG-0910,Docetaxel,33,Sarcoma
1695,CTG-0910,Docetaxel,90,Sarcoma
1696,CTG-0910,Gemcitabine,33,Sarcoma
1697,CTG-0910,Gemcitabine,90,Sarcoma
1698,CTG-0910,Pazopanib,41,Sarcoma
1699,CTG-0910,Sunitinib,86,Sarcoma
1700,CTG-0910,Temozolomide,65,Sarcoma
1701,CTG-0910,Temozolomide,122,Sarcoma
1702,CTG-0910,Temsirolimus,52,Sarcoma
1703,CTG-0910,Temsirolimus,91,Sarcoma
1704,CTG-0923,5-Fluorouracil,57,Colorectal
1705,CTG-0923,Oxaliplatin,57,Colorectal
1706,CTG-0923,5-Fluorouracil,91,Colorectal
1707,CTG-0923,Bevacizumab,91,Colorectal
1708,CTG-0923,Oxaliplatin,91,Colorectal
1709,CTG-0923,5-Fluorouracil,51,Colorectal
1710,CTG-0923,Cetuximab,51,Colorectal
1711,CTG-0923,Oxaliplatin,51,Colorectal
1712,CTG-0923,Regorafenib,65,Colorectal
1713,CTG-0923,Regorafenib,78,Colorectal
1714,CTG-0924,Carboplatin,67,NSCLC
1715,CTG-0924,Paclitaxel,67,NSCLC
1716,CTG-0924,Cisplatin,97,NSCLC
1717,CTG-0926,Doxorubicin,-50,Sarcoma
1718,CTG-0927,Docetaxel,68,Cholangiocarcinoma
1719,CTG-0927,Doxorubicin,53,Cholangiocarcinoma
1720,CTG-0927,Lapatinib,44,Cholangiocarcinoma
1721,CTG-0927,Oxaliplatin,37,Cholangiocarcinoma
1722,CTG-0927,Trastuzumab,61,Cholangiocarcinoma
1723,CTG-0930,Cyclophosphamide,111,
1724,CTG-0930,Cyclophosphamide,136,
1725,CTG-0930,Gemcitabine,63,
1726,CTG-0930,Bevacizumab,159,
1727,CTG-0930,Bevacizumab,184,
1728,CTG-0930,Docetaxel,159,
1729,CTG-0930,Docetaxel,184,
1730,CTG-0930,Gemcitabine,159,
1731,CTG-0930,Gemcitabine,184,
1732,CTG-0930,Paclitaxel,44,
1733,CTG-0930,Pazopanib,79,
1734,CTG-0930,Sorafenib,2,
1735,CTG-0930,Sorafenib,45,
1736,CTG-0930,Sunitinib,6,
1737,CTG-0930,Sunitinib,40,
1738,CTG-0930,Temsirolimus,78,
1739,CTG-0930,Temsirolimus,125,
1740,CTG-0930,Trabectedin,135,
1741,CTG-0930,Vincristine,22,
1742,CTG-0933,5-Fluorouracil,194,Sarcoma
1743,CTG-0933,Bevacizumab,194,Sarcoma
1744,CTG-0933,Bevacizumab,88,Sarcoma
1745,CTG-0933,Bevacizumab,94,Sarcoma
1746,CTG-0933,Cyclophosphamide,88,Sarcoma
1747,CTG-0933,Cyclophosphamide,94,Sarcoma
1748,CTG-0933,Vinorelbine,88,Sarcoma
1749,CTG-0933,Vinorelbine,94,Sarcoma
1750,CTG-0933,Evofosfamide,55,Sarcoma
1751,CTG-0933,Evofosfamide,94,Sarcoma
1752,CTG-0933,Evofosfamide,20,Sarcoma
1753,CTG-0933,Evofosfamide,83,Sarcoma
1754,CTG-0933,Ifosfamide,20,Sarcoma
1755,CTG-0933,Ifosfamide,83,Sarcoma
1756,CTG-0933,Docetaxel,96,Sarcoma
1757,CTG-0933,Docetaxel,106,Sarcoma
1758,CTG-0933,Gemcitabine,96,Sarcoma
1759,CTG-0933,Gemcitabine,106,Sarcoma
1760,CTG-0933,Ifosfamide,19,Sarcoma
1761,CTG-0933,Ifosfamide,68,Sarcoma
1762,CTG-0933,Irinotecan,116,Sarcoma
1763,CTG-0933,Temozolomide,116,Sarcoma
1764,CTG-0933,Temsirolimus,116,Sarcoma
1765,CTG-0933,Pazopanib,68,Sarcoma
1766,CTG-0933,Sorafenib,-110,Sarcoma
1767,CTG-0933,Sorafenib,-95,Sarcoma
1768,CTG-0933,Trabectedin,2,Sarcoma
1769,CTG-0933,Vincristine,96,Sarcoma
1770,CTG-0933,Vincristine,98,Sarcoma
1771,CTG-0933,Vincristine,98,Sarcoma
1772,CTG-0933,Etoposide,-56,Sarcoma
1773,CTG-0933,Vorinostat,-56,Sarcoma
1774,CTG-0934,Cetuximab,25,Colorectal
1775,CTG-0934,Irinotecan,25,Colorectal
1776,CTG-0934,Oxaliplatin,30,Colorectal
1777,CTG-0936,Lapatinib,62,Gastric
1778,CTG-0936,Paclitaxel,-42,Gastric
1779,CTG-0936,Paclitaxel,120,Gastric
1780,CTG-0941,Cisplatin,55,Cholangiocarcinoma
1781,CTG-0941,Gemcitabine,55,Cholangiocarcinoma
1782,CTG-0941,Cyclophosphamide,93,Cholangiocarcinoma
1783,CTG-0941,Epirubicin,93,Cholangiocarcinoma
1784,CTG-0941,Eribulin,147,Cholangiocarcinoma
1785,CTG-0941,Eribulin,205,Cholangiocarcinoma
1786,CTG-0941,Gemcitabine,33,Cholangiocarcinoma
1787,CTG-0941,Pazopanib,87,Cholangiocarcinoma
1788,CTG-0943,Bortezomib,72,Pancreatic
1789,CTG-0943,Gemcitabine,83,Pancreatic
1790,CTG-0943,Nab-paclitaxel,83,Pancreatic
1791,CTG-0943,Idarubicin,-69,Pancreatic
1792,CTG-0943,Bortezomib,24,Pancreatic
1793,CTG-0943,Idarubicin,24,Pancreatic
1794,CTG-0943,Irinotecan,130,Pancreatic
1795,CTG-0945,5-Fluorouracil,107,
1796,CTG-0945,Irinotecan,107,
1797,CTG-0945,Bleomycin,144,
1798,CTG-0945,Cisplatin,144,
1799,CTG-0945,Etoposide,144,
1800,CTG-0945,Pazopanib,95,
1801,CTG-0945,Pazopanib,110,
1802,CTG-0947,Carboplatin,-83,Ovarian
1803,CTG-0947,Carboplatin,113,Ovarian
1804,CTG-0947,Carboplatin,121,Ovarian
1805,CTG-0947,Paclitaxel,113,Ovarian
1806,CTG-0947,Paclitaxel,121,Ovarian
1807,CTG-0947,Docetaxel,130,Ovarian
1808,CTG-0947,Liposomal doxorubicin,56,Ovarian
1809,CTG-0947,Paclitaxel,178,Ovarian
1810,CTG-0947,Topotecan,64,Ovarian
1811,CTG-0951,5-Fluorouracil,98,Colorectal
1812,CTG-0951,Oxaliplatin,98,Colorectal
1813,CTG-0951,Panitumumab,98,Colorectal
1814,CTG-0951,Cetuximab,80,Colorectal
1815,CTG-0951,Everolimus,39,Colorectal
1816,CTG-0951,Irinotecan,94,Colorectal
1817,CTG-0951,Mitomycin C,101,Colorectal
1818,CTG-0951,Oxaliplatin,63,Colorectal
1819,CTG-0951,Oxaliplatin,80,Colorectal
1820,CTG-0951,Pemetrexed,80,Colorectal
1821,CTG-0951,Regorafenib,100,Colorectal
1822,CTG-0951,Temozolomide,31,Colorectal
1823,CTG-0952,5-Fluorouracil,45,
1824,CTG-0952,Cisplatin,1,
1825,CTG-0952,Erlotinib,-35,
1826,CTG-0952,Erlotinib,76,
1827,CTG-0952,Gemcitabine,73,
1828,CTG-0952,Gemcitabine,80,
1829,CTG-0952,Irinotecan,135,
1830,CTG-0952,Mitomycin C,23,
1831,CTG-0952,Sunitinib,51,
1832,CTG-0952,Sunitinib,69,
1833,CTG-0952,Temsirolimus,44,
1834,CTG-0952,Temsirolimus,79,
1835,CTG-0953,Cetuximab,6,Head and neck
1836,CTG-0953,Cetuximab,40,Head and neck
1837,CTG-0953,Cetuximab,63,Head and neck
1838,CTG-0953,Cisplatin,62,Head and neck
1839,CTG-0953,Cisplatin,64,Head and neck
1840,CTG-0953,Cetuximab,-77,Head and neck
1841,CTG-0953,Cetuximab,87,Head and neck
1842,CTG-0953,Cisplatin,-77,Head and neck
1843,CTG-0953,Cisplatin,87,Head and neck
1844,CTG-0955,Erlotinib,148,Pancreatic
1845,CTG-0955,Gemcitabine,60,Pancreatic
1846,CTG-0955,Gemcitabine,159,Pancreatic
1847,CTG-0956,Carboplatin,183,Ovarian
1848,CTG-0956,Docetaxel,183,Ovarian
1849,CTG-0956,Carboplatin,50,Ovarian
1850,CTG-0956,Paclitaxel,50,Ovarian
1851,CTG-0956,Liposomal doxorubicin,49,Ovarian
1852,CTG-0956,Olaparib,1,Ovarian
1853,CTG-0958,Carboplatin,88,Ovarian
1854,CTG-0958,Carboplatin,133,Ovarian
1855,CTG-0958,Docetaxel,133,Ovarian
1856,CTG-0958,Carboplatin,38,Ovarian
1857,CTG-0958,Carboplatin,74,Ovarian
1858,CTG-0958,Carboplatin,80,Ovarian
1859,CTG-0958,Paclitaxel,38,Ovarian
1860,CTG-0958,Paclitaxel,74,Ovarian
1861,CTG-0958,Paclitaxel,80,Ovarian
1862,CTG-0958,Gemcitabine,3,Ovarian
1863,CTG-0958,Gemcitabine,25,Ovarian
1864,CTG-0958,Liposomal doxorubicin,56,Ovarian
1865,CTG-0958,Olaparib,44,Ovarian
1866,CTG-0958,Olaparib,107,Ovarian
1867,CTG-0958,Temozolomide,60,Ovarian
1868,CTG-0963,5-Fluorouracil,150,Colorectal
1869,CTG-0963,Irinotecan,150,Colorectal
1870,CTG-0963,5-Fluorouracil,212,Colorectal
1871,CTG-0963,Cetuximab,212,Colorectal
1872,CTG-0963,Irinotecan,212,Colorectal
1873,CTG-0963,5-Fluorouracil,121,Colorectal
1874,CTG-0963,Irinotecan,121,Colorectal
1875,CTG-0963,Oxaliplatin,121,Colorectal
1876,CTG-0963,Capecitabine,101,Colorectal
1877,CTG-0963,Capecitabine,-32,Colorectal
1878,CTG-0963,Lapatinib,-32,Colorectal
1879,CTG-0963,Mitomycin C,187,Colorectal
1880,CTG-0963,Regorafenib,162,Colorectal
1881,CTG-0963,Regorafenib,209,Colorectal
1882,CTG-0963,Trastuzumab,106,Colorectal
1883,CTG-0964,Carboplatin,29,Ovarian
1884,CTG-0964,Carboplatin,62,Ovarian
1885,CTG-0964,Carboplatin,29,Ovarian
1886,CTG-0964,Paclitaxel,29,Ovarian
1887,CTG-0964,Docetaxel,129,Ovarian
1888,CTG-0964,Gemcitabine,33,Ovarian
1889,CTG-0964,Irinotecan,81,Ovarian
1890,CTG-0964,Irinotecan,103,Ovarian
1891,CTG-0964,Liposomal doxorubicin,58,Ovarian
1892,CTG-0964,Liposomal doxorubicin,86,Ovarian
1893,CTG-0964,Olaparib,-32,Ovarian
1894,CTG-0964,Paclitaxel,-6,Ovarian
1895,CTG-0966,5-Fluorouracil,99,Colorectal
1896,CTG-0966,Irinotecan,99,Colorectal
1897,CTG-0966,Panitumumab,99,Colorectal
1898,CTG-0966,5-Fluorouracil,102,Colorectal
1899,CTG-0966,Bevacizumab,102,Colorectal
1900,CTG-0966,Oxaliplatin,102,Colorectal
1901,CTG-0966,5-Fluorouracil,102,Colorectal
1902,CTG-0966,Cetuximab,102,Colorectal
1903,CTG-0966,Oxaliplatin,102,Colorectal
1904,CTG-0967,Doxorubicin,-145,Mesothelioma
1905,CTG-0967,Vinorelbine,-162,Mesothelioma
1906,CTG-0969,Doxorubicin,-8,Sarcoma
1907,CTG-0969,Doxorubicin,24,Sarcoma
1908,CTG-0969,Docetaxel,-25,Sarcoma
1909,CTG-0969,Docetaxel,66,Sarcoma
1910,CTG-0969,Gemcitabine,-25,Sarcoma
1911,CTG-0969,Gemcitabine,66,Sarcoma
1912,CTG-0970,Lapatinib,19,
1913,CTG-0970,Temsirolimus,82,
1914,CTG-0977,Cetuximab,83,Head and neck
1915,CTG-0977,Cetuximab,123,Head and neck
1916,CTG-0977,Cisplatin,116,Head and neck
1917,CTG-0977,Cisplatin,126,Head and neck
1918,CTG-0977,Cetuximab,121,Head and neck
1919,CTG-0977,Cisplatin,121,Head and neck
1920,CTG-0977,Paclitaxel,91,Head and neck
1921,CTG-0980,Docetaxel,101,Sarcoma
1922,CTG-0980,Gemcitabine,101,Sarcoma
1923,CTG-0980,Doxorubicin,2,Sarcoma
1924,CTG-0980,Doxorubicin,65,Sarcoma
1925,CTG-0980,Ifosfamide,2,Sarcoma
1926,CTG-0980,Ifosfamide,65,Sarcoma
1927,CTG-0980,Pazopanib,78,Sarcoma
1928,CTG-0980,Trabectedin,8,Sarcoma
1929,CTG-0983,5-Fluorouracil,77,Colorectal
1930,CTG-0983,5-Fluorouracil,165,Colorectal
1931,CTG-0983,Irinotecan,77,Colorectal
1932,CTG-0983,Irinotecan,165,Colorectal
1933,CTG-0983,5-Fluorouracil,44,Colorectal
1934,CTG-0983,5-Fluorouracil,75,Colorectal
1935,CTG-0983,Oxaliplatin,44,Colorectal
1936,CTG-0983,Oxaliplatin,75,Colorectal
1937,CTG-0983,Irinotecan,78,Colorectal
1938,CTG-0983,Irinotecan,150,Colorectal
1939,CTG-0983,Cetuximab,70,Colorectal
1940,CTG-0983,Cetuximab,75,Colorectal
1941,CTG-0983,Irinotecan,70,Colorectal
1942,CTG-0983,Irinotecan,75,Colorectal
1943,CTG-0983,Mitomycin C,43,Colorectal
1944,CTG-0983,Mitomycin C,83,Colorectal
1945,CTG-0983,Oxaliplatin,55,Colorectal
1946,CTG-0983,Oxaliplatin,114,Colorectal
1947,CTG-0983,Regorafenib,103,Colorectal
1948,CTG-0985,Cisplatin,-1,Colorectal
1949,CTG-0992,Bevacizumab,36,Ovarian
1950,CTG-0992,Bevacizumab,68,Ovarian
1951,CTG-0992,Bevacizumab,97,Ovarian
1952,CTG-0992,Carboplatin,45,Ovarian
1953,CTG-0992,Carboplatin,41,Ovarian
1954,CTG-0992,Carboplatin,51,Ovarian
1955,CTG-0992,Carboplatin,71,Ovarian
1956,CTG-0992,Carboplatin,151,Ovarian
1957,CTG-0992,Paclitaxel,41,Ovarian
1958,CTG-0992,Paclitaxel,51,Ovarian
1959,CTG-0992,Paclitaxel,71,Ovarian
1960,CTG-0992,Paclitaxel,151,Ovarian
1961,CTG-0992,Gemcitabine,112,Ovarian
1962,CTG-0992,Liposomal doxorubicin,84,Ovarian
1963,CTG-0992,Olaparib,-42,Ovarian
1964,CTG-0992,Olaparib,-26,Ovarian
1965,CTG-0992,Olaparib,70,Ovarian
1966,CTG-0992,Pazopanib,76,Ovarian
1967,CTG-0993,Doxorubicin,149,Sarcoma
1968,CTG-0994,Bevacizumab,73,Sarcoma
1969,CTG-0994,Cyclophosphamide,75,Sarcoma
1970,CTG-0994,Cyclophosphamide,148,Sarcoma
1971,CTG-0994,Temsirolimus,148,Sarcoma
1972,CTG-0994,Vinorelbine,148,Sarcoma
1973,CTG-0994,Doxorubicin,-78,Sarcoma
1974,CTG-0994,Doxorubicin,44,Sarcoma
1975,CTG-0994,Docetaxel,81,Sarcoma
1976,CTG-0994,Gemcitabine,81,Sarcoma
1977,CTG-0994,Bevacizumab,160,Sarcoma
1978,CTG-0994,Docetaxel,160,Sarcoma
1979,CTG-0994,Gemcitabine,160,Sarcoma
1980,CTG-0994,Ifosfamide,27,Sarcoma
1981,CTG-0994,Ifosfamide,31,Sarcoma
1982,CTG-0994,Irinotecan,135,Sarcoma
1983,CTG-0994,Temozolomide,135,Sarcoma
1984,CTG-0994,Bevacizumab,115,Sarcoma
1985,CTG-0994,Irinotecan,115,Sarcoma
1986,CTG-0994,Temozolomide,115,Sarcoma
1987,CTG-0994,Pazopanib,97,Sarcoma
1988,CTG-0994,Temsirolimus,76,Sarcoma
1989,CTG-0994,Temsirolimus,94,Sarcoma
1990,CTG-0994,Topotecan,-8,Sarcoma
1991,CTG-0994,Topotecan,68,Sarcoma
1992,CTG-0996,Trastuzumab,98,Vulvar
1993,CTG-0997,Gemcitabine,126,Cholangiocarcinoma
1994,CTG-0997,Imatinib,59,Cholangiocarcinoma
1995,CTG-0997,Pazopanib,160,Cholangiocarcinoma
1996,CTG-0997,Trastuzumab,-12,Cholangiocarcinoma
1997,CTG-1006,5-Fluorouracil,61,Sarcoma
1998,CTG-1006,5-Fluorouracil,125,Sarcoma
1999,CTG-1006,Cyclophosphamide,41,Sarcoma
2000,CTG-1006,Cyclophosphamide,88,Sarcoma
2001,CTG-1006,Doxorubicin,41,Sarcoma
2002,CTG-1006,Doxorubicin,49,Sarcoma
2003,CTG-1006,Docetaxel,143,Sarcoma
2004,CTG-1006,Gemcitabine,143,Sarcoma
2005,CTG-1008,Vincristine,89,Sarcoma
2006,CTG-1009,Cetuximab,31,Colorectal
2007,CTG-1009,Gemcitabine,75,Colorectal
2008,CTG-1009,Oxaliplatin,75,Colorectal
2009,CTG-1009,Cetuximab,63,Colorectal
2010,CTG-1009,Cetuximab,90,Colorectal
2011,CTG-1009,Irinotecan,63,Colorectal
2012,CTG-1009,Irinotecan,90,Colorectal
2013,CTG-1009,Regorafenib,184,Colorectal
2014,CTG-1009,Temsirolimus,184,Colorectal
2015,CTG-1010,Docetaxel,237,Gastric
2016,CTG-1012,Carboplatin,106,NSCLC
2017,CTG-1012,Carboplatin,139,NSCLC
2018,CTG-1012,Paclitaxel,106,NSCLC
2019,CTG-1012,Paclitaxel,139,NSCLC
2020,CTG-1012,Cisplatin,152,NSCLC
2021,CTG-1012,Pemetrexed,152,NSCLC
2022,CTG-1012,Docetaxel,26,NSCLC
2023,CTG-1012,Docetaxel,40,NSCLC
2024,CTG-1012,Docetaxel,68,NSCLC
2025,CTG-1012,Docetaxel,93,NSCLC
2026,CTG-1012,Everolimus,86,NSCLC
2027,CTG-1012,Sunitinib,82,NSCLC
2028,CTG-1012,Temozolomide,134,NSCLC
2029,CTG-1014,Carboplatin,-9,NSCLC
2030,CTG-1014,Paclitaxel,-9,NSCLC
2031,CTG-1015,Cisplatin,5,Glioblastoma multiforme (GBM)
2032,CTG-1015,Everolimus,173,Glioblastoma multiforme (GBM)
2033,CTG-1015,Lapatinib,-14,Glioblastoma multiforme (GBM)
2034,CTG-1017,Cisplatin,107,Breast
2035,CTG-1017,Gemcitabine,107,Breast
2036,CTG-1017,Doxorubicin,61,Breast
2037,CTG-1017,Eribulin,120,Breast
2038,CTG-1017,Paclitaxel,82,Breast
2039,CTG-1017,Bevacizumab,118,Breast
2040,CTG-1017,Paclitaxel,118,Breast
2041,CTG-1017,Temsirolimus,83,Breast
2042,CTG-1018,Capecitabine,61,Breast
2043,CTG-1018,Carboplatin,18,Breast
2044,CTG-1018,Carboplatin,79,Breast
2045,CTG-1018,Gemcitabine,18,Breast
2046,CTG-1018,Gemcitabine,79,Breast
2047,CTG-1018,Carboplatin,7,Breast
2048,CTG-1018,Cyclophosphamide,7,Breast
2049,CTG-1018,Doxorubicin,7,Breast
2050,CTG-1018,Paclitaxel,7,Breast
2051,CTG-1018,Docetaxel,103,Breast
2052,CTG-1018,Cyclophosphamide,77,Breast
2053,CTG-1018,Doxorubicin,77,Breast
2054,CTG-1018,Tamoxifen,-48,Breast
2055,CTG-1019,Carboplatin,47,Breast
2056,CTG-1019,Carboplatin,-14,Breast
2057,CTG-1019,Paclitaxel,-14,Breast
2058,CTG-1019,Cisplatin,41,Breast
2059,CTG-1019,Eribulin,123,Breast
2060,CTG-1019,Olaparib,30,Breast
2061,CTG-1019,Olaparib,154,Breast
2062,CTG-1019,Temozolomide,68,Breast
2063,CTG-1019,Temozolomide,98,Breast
2064,CTG-1020,Aflibercept,73,Colorectal
2065,CTG-1020,Regorafenib,91,Colorectal
2066,CTG-1021,5-Fluorouracil,100,Colorectal
2067,CTG-1021,Irinotecan,100,Colorectal
2068,CTG-1021,5-Fluorouracil,91,Colorectal
2069,CTG-1021,Oxaliplatin,91,Colorectal
2070,CTG-1021,Gemcitabine,69,Colorectal
2071,CTG-1021,Oxaliplatin,69,Colorectal
2072,CTG-1021,Regorafenib,63,Colorectal
2073,CTG-1022,Dasatinib,57,Duodenal
2074,CTG-1022,Gemcitabine,55,Duodenal
2075,CTG-1022,Paclitaxel,106,Duodenal
2076,CTG-1022,Regorafenib,105,Duodenal
2077,CTG-1040,Doxorubicin,34,
2078,CTG-1040,Docetaxel,156,
2079,CTG-1040,Gemcitabine,156,
2080,CTG-1040,Pazopanib,-2,
2081,CTG-1053,Temsirolimus,49,Colorectal
2082,CTG-1054,Irinotecan,20,Colorectal
2083,CTG-1054,Temsirolimus,53,Colorectal
2084,CTG-1055,Carboplatin,110,
2085,CTG-1055,Paclitaxel,110,
2086,CTG-1055,Cisplatin,152,
2087,CTG-1055,Methotrexate,81,
2088,CTG-1055,Trastuzumab,79,
2089,CTG-1055,Trastuzumab,145,
2090,CTG-1055,Vorinostat,28,
2091,CTG-1056,Gemcitabine,11,Pancreatic
2092,CTG-1056,Gemcitabine,60,Pancreatic
2093,CTG-1059,Fulvestrant,-18,Breast
2094,CTG-1059,Fulvestrant,46,Breast
2095,CTG-1059,Palbociclib,46,Breast
2096,CTG-1059,Palbociclib,54,Breast
2097,CTG-1060,5-Fluorouracil,45,Colorectal
2098,CTG-1060,5-Fluorouracil,71,Colorectal
2099,CTG-1060,Carboplatin,45,Colorectal
2100,CTG-1060,Carboplatin,71,Colorectal
2101,CTG-1060,5-Fluorouracil,37,Colorectal
2102,CTG-1060,Cisplatin,37,Colorectal
2103,CTG-1060,5-Fluorouracil,188,Colorectal
2104,CTG-1060,Irinotecan,188,Colorectal
2105,CTG-1060,5-Fluorouracil,83,Colorectal
2106,CTG-1060,Oxaliplatin,83,Colorectal
2107,CTG-1060,Bleomycin,47,Colorectal
2108,CTG-1060,Capecitabine,157,Colorectal
2109,CTG-1060,Oxaliplatin,157,Colorectal
2110,CTG-1060,Gemcitabine,63,Colorectal
2111,CTG-1060,Paclitaxel,-26,Colorectal
2112,CTG-1060,Regorafenib,152,Colorectal
2113,CTG-1061,Cisplatin,55,Bladder
2114,CTG-1064,Cabazitaxel,72,Sarcoma
2115,CTG-1064,Docetaxel,53,Sarcoma
2116,CTG-1064,Gemcitabine,53,Sarcoma
2117,CTG-1064,Sirolimus,101,Sarcoma
2118,CTG-1064,Sorafenib,83,Sarcoma
2119,CTG-1064,Etoposide,65,Sarcoma
2120,CTG-1064,Vorinostat,65,Sarcoma
2121,CTG-1068,Everolimus,103,Pancreatic
2122,CTG-1068,Sunitinib,103,Pancreatic
2123,CTG-1068,Gemcitabine,64,Pancreatic
2124,CTG-1068,Gemcitabine,75,Pancreatic
2125,CTG-1069,Bevacizumab,67,Sarcoma
2126,CTG-1069,Cisplatin,62,Sarcoma
2127,CTG-1069,Etoposide,23,Sarcoma
2128,CTG-1069,Gemcitabine,67,Sarcoma
2129,CTG-1069,Vinorelbine,67,Sarcoma
2130,CTG-1069,Irinotecan,244,Sarcoma
2131,CTG-1069,Temozolomide,244,Sarcoma
2132,CTG-1069,Liposomal doxorubicin,97,Sarcoma
2133,CTG-1069,Pazopanib,102,Sarcoma
2134,CTG-1069,Sunitinib,7,Sarcoma
2135,CTG-1069,Temsirolimus,93,Sarcoma
2136,CTG-1069,Trabectedin,131,Sarcoma
2137,CTG-1072,Doxorubicin,-48,Hepatoblastoma
2138,CTG-1073,Bevacizumab,88,Sarcoma
2139,CTG-1073,Carboplatin,42,Sarcoma
2140,CTG-1073,Carboplatin,113,Sarcoma
2141,CTG-1073,Topotecan,42,Sarcoma
2142,CTG-1073,Topotecan,113,Sarcoma
2143,CTG-1073,Doxorubicin,125,Sarcoma
2144,CTG-1073,Trabectedin,125,Sarcoma
2145,CTG-1073,Ifosfamide,83,Sarcoma
2146,CTG-1073,Liposomal doxorubicin,83,Sarcoma
2147,CTG-1073,Sorafenib,108,Sarcoma
2148,CTG-1073,Docetaxel,55,Sarcoma
2149,CTG-1073,Docetaxel,84,Sarcoma
2150,CTG-1073,Sorafenib,55,Sarcoma
2151,CTG-1073,Sorafenib,84,Sarcoma
2152,CTG-1073,Temozolomide,118,Sarcoma
2153,CTG-1073,Trabectedin,39,Sarcoma
2154,CTG-1076,Cisplatin,98,Bladder
2155,CTG-1076,Cisplatin,171,Bladder
2156,CTG-1076,Gemcitabine,98,Bladder
2157,CTG-1076,Gemcitabine,171,Bladder
2158,CTG-1076,Doxorubicin,6,Bladder
2159,CTG-1076,Gemcitabine,25,Bladder
2160,CTG-1076,Paclitaxel,-84,Bladder
2161,CTG-1076,Paclitaxel,70,Bladder
2162,CTG-1076,Pemetrexed,37,Bladder
2163,CTG-1076,Temozolomide,74,Bladder
2164,CTG-1078,Cetuximab,70,Head and neck
2165,CTG-1078,Paclitaxel,70,Head and neck
2166,CTG-1078,Cetuximab,64,Head and neck
2167,CTG-1078,Gemcitabine,64,Head and neck
2168,CTG-1078,Mitomycin C,26,Head and neck
2169,CTG-1078,Pemetrexed,24,Head and neck
2170,CTG-1078,Pemetrexed,50,Head and neck
2171,CTG-1079,Doxorubicin,44,Sarcoma
2172,CTG-1082,Carboplatin,55,
2173,CTG-1082,Carboplatin,100,
2174,CTG-1082,Paclitaxel,55,
2175,CTG-1082,Paclitaxel,100,
2176,CTG-1082,Osimertinib,107,
2177,CTG-1082,Trametinib,42,
2178,CTG-1084,Evofosfamide,96,Sarcoma
2179,CTG-1084,Evofosfamide,111,Sarcoma
2180,CTG-1084,Ifosfamide,111,Sarcoma
2181,CTG-1084,Ifosfamide,133,Sarcoma
2182,CTG-1086,Carboplatin,-24,Ovarian
2183,CTG-1086,Carboplatin,29,Ovarian
2184,CTG-1086,Carboplatin,-15,Ovarian
2185,CTG-1086,Docetaxel,-15,Ovarian
2186,CTG-1086,Carboplatin,48,Ovarian
2187,CTG-1086,Carboplatin,67,Ovarian
2188,CTG-1086,Carboplatin,75,Ovarian
2189,CTG-1086,Carboplatin,100,Ovarian
2190,CTG-1086,Paclitaxel,48,Ovarian
2191,CTG-1086,Paclitaxel,67,Ovarian
2192,CTG-1086,Paclitaxel,75,Ovarian
2193,CTG-1086,Paclitaxel,100,Ovarian
2194,CTG-1086,Liposomal doxorubicin,70,Ovarian
2195,CTG-1086,Liposomal doxorubicin,96,Ovarian
2196,CTG-1086,Olaparib,-15,Ovarian
2197,CTG-1086,Olaparib,8,Ovarian
2198,CTG-1086,Olaparib,18,Ovarian
2199,CTG-1086,Olaparib,52,Ovarian
2200,CTG-1086,Olaparib,53,Ovarian
2201,CTG-1087,Capecitabine,33,Colorectal
2202,CTG-1087,Temozolomide,33,Colorectal
2203,CTG-1087,Cetuximab,54,Colorectal
